2017-01-04,8,27.4
2017-01-05,8,24.8
2017-01-06,8,26.2
2017-01-07,8,24.8
2017-01-08,8,26.9
2017-01-09,8,27.3
2017-01-10,8,26.9
2017-01-11,8,27.3
2017-01-12,8,27.6
2017-01-13,8,27.6
2017-01-14,8,28.2
2017-01-15,8,27.9
2017-01-16,8,29.1
2017-01-17,8,27.4
2017-01-18,8,27.8
2017-01-19,8,25.3
2017-01-20,8,26.9
2017-01-21,8,27.7
2017-01-22,8,27.3
2017-01-23,8,25.4
2017-01-24,8,26.1
2017-01-25,8,26.5
2017-01-26,8,25.9
2017-01-27,8,25.6
2017-01-28,8,25.4
2017-01-29,8,26.8
2017-01-30,8,28
2017-01-31,8,27.2
2017-02-01,8,28.8
2017-02-02,8,26.8
2017-02-03,8,26.3
2017-02-04,8,26.1
2017-02-05,8,27.3
2017-02-06,8,28.3
2017-02-07,8,29.2
2017-02-08,8,28.8
2017-02-09,8,28.3
2017-02-10,8,25.2
2017-02-11,8,27.1
2017-02-12,8,27.6
2017-02-13,8,25.9
2017-02-14,8,25.9
2017-02-15,8,25.2
2017-02-16,8,25.5
2017-02-17,8,26.6
2017-02-18,8,27.8
2017-02-19,8,26.6
2017-02-20,8,27.7
2017-02-21,8,26.2
2017-02-22,8,26.8
2017-02-23,8,26.3
2017-02-24,8,26.2
2017-02-25,8,26.8
2017-02-26,8,26.4
2017-02-27,8,27.3
2017-02-28,8,28.4
2017-03-01,8,27.2
2017-03-02,8,26.4
2017-03-03,8,26.4
2017-03-04,8,27.6
2017-03-05,8,26.1
2017-03-06,8,23.8
2017-03-07,8,26.9
2017-03-08,8,26
2017-03-09,8,23.6
2017-03-10,8,25.9
2017-03-11,8,27.8
2017-03-12,8,28.3
2017-03-13,8,28.3
2017-03-14,8,28.8
2017-03-15,8,27.6
2017-03-16,8,26.9
2017-03-17,8,26.9
2017-03-18,8,28.6
2017-03-19,8,28.1
2017-03-20,8,27.8
2017-03-21,8,28.2
2017-03-22,8,28.2
2017-03-23,8,27.1
2017-03-24,8,27.4
2017-03-25,8,27.9
2017-03-26,8,28.4
2017-03-27,8,28.9
2017-03-28,8,26.2
2017-03-29,8,27.1
2017-03-30,8,28.4
2017-03-31,8,28.2
2017-04-01,8,28.4
2017-04-02,8,27.3
2017-04-03,8,27.9
2017-04-04,8,28.2
2017-04-05,8,28.1
2017-04-06,8,28.2
2017-04-07,8,28.5
2017-04-08,8,28.4
2017-04-09,8,28.1
2017-04-10,8,28.6
2017-04-11,8,28.9
2017-04-12,8,28.8
2017-04-13,8,28.2
2017-04-14,8,28.8
2017-04-15,8,28.4
2017-04-16,8,28.4
2017-04-17,8,28.9
2017-04-18,8,28.8
2017-04-19,8,28.5
2017-04-20,8,29.2
2017-04-21,8,27.4
2017-04-22,8,28.1
2017-04-23,8,28.6
2017-04-24,8,28.6
2017-04-25,8,28.4
2017-04-26,8,28.7
2017-04-27,8,28.6
